stream,country,language,sport,num_comments,emoji_rate,emoji_diversity,top_emojis,total_emojis,laugh_rate,laugh_mean_length,laugh_total_count,exclamation_rate,exclamation_total,mean_length,median_length,std_length,mean_cpm,burst_freq_per_hour,mean_burst_duration,mean_burst_intensity,num_bursts
Spain_1,Spain,Spanish,Football,3780,1.4007936507936507,262,"[('🤍', 1345), ('🐱', 335), ('🇺🇿', 167), ('💜', 147), ('🔥', 137)]",5295,0.0026455026455026454,4.0,21,0.06851851851851852,259,26.58809523809524,11.0,55.249596384088505,26.619718309859156,0.9523809523809523,10.0,3.794179894179894,1
Spain_2,Spain,Spanish,Football,5935,1.120977253580455,194,"[('🤍', 1684), ('❤️', 547), ('💙', 534), ('🤣', 460), ('🦝', 369)]",6653,0.040606571187868576,4.040650406504065,492,0.14018534119629317,832,50.722830665543384,31.0,51.99789227865765,27.733644859813083,1.2131423757371524,10.0,2.722325189553496,2
Japan_1,Japan,Japanese,Football,4852,0.03730420445177247,11,"[('😭', 50), ('❤️', 34), ('😂', 21), ('🤣', 14), ('😅', 10)]",181,0.04781533388293487,1.6206896551724137,232,0.004328112118713932,21,15.700123660346248,13.0,11.559397841921,11.470449172576831,11.871393239901073,10.0,8.162278441879637,16
Japan_2,Japan,Japanese,Football,4424,0.031193490054249547,7,"[('📝', 49), ('😎', 45), ('🎙️', 12), ('🍀', 11), ('🙇', 7)]",138,0.04385171790235081,1.1546391752577319,194,0.0,0,16.46903254972875,14.0,11.462137504441777,26.650602409638555,3.2549728752260396,10.0,4.16500904159132,4
UK_1,UK,English,Football,4286,1.6257582827811479,160,"[('🤍', 2682), ('❤', 623), ('❤️', 577), ('😂', 354), ('🤣', 217)]",6968,0.007466168922071862,3.6097560975609757,41,0.03196453569762016,137,25.85790947270182,16.0,34.74053706083216,29.156462585034014,0.8399440037330844,9.0,4.493000466635558,1
UK_2,UK,English,Football,4125,1.8986666666666667,203,"[('🤍', 2263), ('🤣', 713), ('😭', 676), ('😂', 484), ('🤡', 230)]",7832,0.009939393939393939,3.8095238095238093,63,0.06206060606060606,256,34.865212121212124,17.0,58.45370518974438,21.94148936170213,1.7454545454545456,10.0,5.674181818181818,2
UK_3,UK,English,Football,4672,0.6040239726027398,115,"[('🤣', 1051), ('😂', 577), ('😭', 181), ('🤡', 124), ('🥺', 96)]",2822,0.021190068493150686,3.7421875,128,0.05586472602739726,261,30.262842465753426,16.0,41.12673370791841,24.851063829787233,2.3116438356164384,10.0,3.8630136986301373,3
UK_4,UK,English,Football,6568,0.7233556638246041,183,"[('🤍', 1263), ('😭', 356), ('😂', 341), ('🤣', 322), ('💙', 196)]",4751,0.010200974421437272,3.663157894736842,95,0.048721071863580996,320,49.568209500609015,31.0,51.895612574356235,29.71945701357466,0.5481120584652862,10.0,5.249086479902558,1
France,France,French,Football,3914,0.8944813490035769,159,"[('🤍', 993), ('🤣', 423), ('😂', 277), ('❤️', 216), ('💙', 173)]",3501,0.010219724067450179,3.025,40,0.11241696474195197,440,36.941492079713846,16.0,63.82391784381179,25.75,0.919775166070516,10.0,3.8058252427184467,1
